SOLARTII_v1_Mass_Dihedral_5deg
T1-20.0 m/s-TriUniform-ThickSurf-x0.64m-z0.0m

 alpha       beta         phi          ctrl         VInf(m/s)
       -5.5            0            0            0           20

CL           CX           CY           CD_inviscid  CD_viscous   Cl           Cm_inviscid  Cm_viscous   Cn_inviscid  Cn_viscous
   -0.52061     0.021592   2.4511e-05    0.0067597     0.014833  -0.00070676     0.014422    0.0030145  -4.4215e-05  -1.1194e-06
CP.x(m)      CP.y(m)      CP.z(m)      NP.x(m)      
    0.65617     0.007562     0.085581            0            0

mass(kg)     CoG.x(m)     CoG.y(m)     CoG.z(m)     CoG_Ixx(kg.m²)  CoG_Iyy(kg.m²)  CoG_Izz(kg.m²)  CoG_Ixz(kg.m²)  
     19.502         0.64  -1.9925e-17     0.017249          100          100          100          100





Main Wing
y(m)         Re           Ai           Cd_i         Cd_v         Cl           CP.x(%)      Trans.top    Trans.bot    Cm_i         Cm_v         Bending.mom  Vd.x         Vd.y         Vd.z         F.x          F.y          F.z        
     30     1.172580    -2.985097     0.368325     0.249309    -0.058981    -0.966626     0.000085     0.159404
     31     1.164094    -2.987264     0.366269     0.249309    -0.058981    -0.966626     0.000084    -1.838969
     32     1.144367    -2.985465     0.361373     0.223029    -0.064432    -0.972680     0.000100     0.007059
     33     1.134248    -2.987630     0.359196     0.223029    -0.064432    -0.972680     0.000099    -0.705886
     34     1.111797    -2.985798     0.354416     0.183383    -0.072846    -0.980339     0.000109    -0.037788
     35     1.100638    -2.987932     0.352487     0.183383    -0.072846    -0.980339     0.000109    -1.072121
     36     1.076721    -2.986035     0.348321     0.147450    -0.080651    -0.985776     0.000112    -0.322069
     37     1.065192    -2.988133     0.346768     0.147450    -0.080651    -0.985776     0.000111     0.025840
     38     1.041168    -2.986155     0.343516     0.105357    -0.090003    -0.990353     0.000108     0.121751
     39     1.029958    -2.988209     0.342510     0.105357    -0.090003    -0.990353     0.000108    -3.499450
     40     1.007184    -2.986133     0.340502     0.049577    -0.102589    -0.993488     0.000099    -0.868011
     41     0.996961    -2.988133     0.340199     0.049577    -0.102589    -0.993488     0.000099    -1.152742
     42     0.976727    -2.985953     0.339628    -0.023141    -0.119054    -0.992618     0.000084    -0.730495
     43     0.968109    -2.987903     0.340063    -0.023141    -0.119054    -0.992618     0.000084    -0.360444
     44     0.951576    -2.985636     0.340850    -0.118335    -0.140331    -0.983008     0.000065    -0.416480
     45     0.945098    -2.987550     0.341903    -0.118335    -0.140331    -0.983008     0.000065    -2.447129
     46     0.933227    -2.985230     0.343748    -0.274798    -0.173732    -0.945676     0.000043    -1.024290
     47     0.929303    -2.987127     0.345236    -0.274798    -0.173732    -0.945676     0.000043    -1.749752
     48     0.922778    -2.984788     0.347817    -0.684963    -0.244623    -0.686284     0.000021    -0.752620
     49     0.921667    -2.986683     0.349601    -0.684963    -0.244623    -0.686284     0.000021    -1.465849
     50     0.921228    -2.986282     0.354166    -0.911296    -0.182486     0.369106     0.000031     0.293587
     51     0.921898    -2.983985     0.356956    -0.911296    -0.182486     0.369106     0.000031     0.821734
     52     0.927538    -2.985516     0.363567    -0.642679    -0.073917     0.762562     0.000049     0.708110
     53     0.931015    -2.983211     0.366720    -0.642679    -0.073917     0.762562     0.000049     0.550878
     54     0.942087    -2.984801     0.373180    -0.398234     0.001492     0.917283     0.000067     0.374033
     55     0.948207    -2.982561     0.375834    -0.398234     0.001492     0.917283     0.000067     0.644777
     56     0.964185    -2.984321     0.380814    -0.209024     0.052278     0.976512     0.000084    -3.536201
     57     0.972599    -2.982185     0.382500    -0.209024     0.052278     0.976512     0.000084    -1.397882
     58     0.992605    -2.984157     0.385433    -0.076778     0.084262     0.993481     0.000099    -1.782760
     59     1.002798    -2.982129     0.386049    -0.076778     0.084262     0.993481     0.000099    -0.591549
     60     1.025662    -2.984287     0.387131    -0.003275     0.100592     0.994922     0.000109    -1.226058
     61     1.036984    -2.982336     0.386971    -0.003275     0.100592     0.994922     0.000109    -0.379116
     62     1.061347    -2.984624     0.386695     0.044799     0.110514     0.992864     0.000112    -0.654893
     63     1.073097    -2.982727     0.385954     0.044799     0.110514     0.992864     0.000113    -0.315403
     64     1.097522    -2.985089     0.384840     0.067771     0.114947     0.991057     0.000110    -0.641225
     65     1.108964    -2.983212     0.383840     0.067771     0.114947     0.991057     0.000110     0.054170
     66     1.132003    -2.985581     0.382512     0.070276     0.115403     0.990830     0.000100    -1.377536
     67     1.142424    -2.983692     0.381553     0.070276     0.115403     0.990830     0.000100    -0.242470
     68     1.162720    -2.986010     0.380535     0.053871     0.112543     0.992185     0.000084    -2.323627
     69     1.171471    -2.984084     0.379841     0.053871     0.112543     0.992185     0.000084    -0.156359
     70     1.187847    -2.986317     0.379438     0.020337     0.106850     0.994067     0.000064    -3.863398
     71     1.194391    -2.984342     0.379092     0.020337     0.106850     0.994067     0.000064    -0.235524
     72     1.205925    -2.986481     0.379288    -0.026790     0.098905     0.994736     0.000040    -6.283907
     73     1.209867    -2.984463     0.379194    -0.026790     0.098905     0.994736     0.000040    -0.180921
     74     1.215946    -2.986535     0.379636    -0.076135     0.090500     0.992982     0.000013    -8.425503
     75     1.217057    -2.984493     0.379535    -0.076135     0.090500     0.992982     0.000013     0.008775
Strip 2
     76     1.214714    -2.970299     0.377899     0.185277    -0.071103    -0.980111     0.000040     0.033957
     77     1.214285    -2.976393     0.378260     0.185277    -0.071103    -0.980111     0.000040    -0.094811
     78     1.207609    -2.970373     0.376365     0.228748    -0.062958    -0.971448     0.000119    -0.064034
     79     1.204416    -2.976506     0.376010     0.228748    -0.062958    -0.971448     0.000119    -0.092610
     80     1.192422    -2.970572     0.372619     0.253461    -0.058143    -0.965597     0.000192     0.064783
     81     1.186735    -2.976751     0.371498     0.253461    -0.058143    -0.965597     0.000191    -0.122821
     82     1.170045    -2.970891     0.366805     0.249309    -0.058981    -0.966626     0.000253     0.071553
     83     1.162252    -2.977096     0.365173     0.249309    -0.058981    -0.966626     0.000251    -0.122964
     84     1.141723    -2.971261     0.359825     0.223029    -0.064432    -0.972680     0.000298    -0.022218
     85     1.132324    -2.977463     0.358081     0.223029    -0.064432    -0.972680     0.000296    -0.150316
     86     1.109028    -2.971595     0.352843     0.183383    -0.072846    -0.980339     0.000325    -0.109014
     87     1.098621    -2.977766     0.351354     0.183383    -0.072846    -0.980339     0.000323    -0.202640
     88     1.073818    -2.971833     0.346725     0.147450    -0.080651    -0.985776     0.000334    -0.192754
     89     1.063078    -2.977967     0.345620     0.147450    -0.080651    -0.985776     0.000332    -0.146093
     90     1.038130    -2.971953     0.341903     0.105357    -0.090003    -0.990353     0.000324    -0.068238
     91     1.027749    -2.978043     0.341352     0.105357    -0.090003    -0.990353     0.000322    -0.524927
     92     1.004018    -2.971931     0.338878     0.049577    -0.102589    -0.993488     0.000295    -0.658939
     93     0.994663    -2.977967     0.339034     0.049577    -0.102589    -0.993488     0.000294    -0.613557
     94     0.973447    -2.971751     0.338001    -0.023141    -0.119054    -0.992618     0.000251    -0.614393
     95     0.965734    -2.977736     0.338899    -0.023141    -0.119054    -0.992618     0.000250    -0.640279
     96     0.948203    -2.971432     0.339228    -0.118335    -0.140331    -0.983008     0.000194    -0.656528
     97     0.942663    -2.977382     0.340745    -0.118335    -0.140331    -0.983008     0.000193    -0.915836
     98     0.929787    -2.971024     0.342137    -0.274798    -0.173732    -0.945676     0.000128    -0.923258
     99     0.926828    -2.976958     0.344087    -0.274798    -0.173732    -0.945676     0.000127    -1.382410
    100     0.919301    -2.970581     0.346223    -0.684963    -0.244623    -0.686284     0.000063    -0.921198
    101     0.919174    -2.976513     0.348464    -0.684963    -0.244623    -0.686284     0.000063    -1.740421
    102     0.918734    -2.976111     0.353037    -0.911296    -0.182486     0.369106     0.000091     0.582662
    103     0.918418    -2.969775     0.355391    -0.911296    -0.182486     0.369106     0.000092     0.902243
    104     0.925059    -2.975343     0.362463    -0.642679    -0.073917     0.762562     0.000145     0.710250
    105     0.927567    -2.968998     0.365192    -0.642679    -0.073917     0.762562     0.000146     0.573780
    106     0.939644    -2.974626     0.372103    -0.398234     0.001492     0.917283     0.000199     0.293179
    107     0.944822    -2.968346     0.374341    -0.398234     0.001492     0.917283     0.000200     0.304325
    108     0.961800    -2.974145     0.379758    -0.209024     0.052278     0.976512     0.000250    -0.052041
    109     0.969304    -2.967968     0.381034    -0.209024     0.052278     0.976512     0.000251    -0.477351
    110     0.990295    -2.973981     0.384392    -0.076778     0.084262     0.993481     0.000294    -0.423775
    111     0.999616    -2.967912     0.384597    -0.076778     0.084262     0.993481     0.000295    -0.427416
    112     1.023441    -2.974110     0.386095    -0.003275     0.100592     0.994922     0.000323    -0.392656
    113     1.033930    -2.968119     0.385523    -0.003275     0.100592     0.994922     0.000325    -0.297614
    114     1.059223    -2.974448     0.385658     0.044799     0.110514     0.992864     0.000335    -0.312499
    115     1.070180    -2.968512     0.384503     0.044799     0.110514     0.992864     0.000337    -0.232527
    116     1.095496    -2.974914     0.383799     0.067771     0.114947     0.991057     0.000327    -0.188897
    117     1.106184    -2.968999     0.382382     0.067771     0.114947     0.991057     0.000328    -0.000345
    118     1.130072    -2.975408     0.381464     0.070276     0.115403     0.990830     0.000298    -0.033432
    119     1.139772    -2.969480     0.380086     0.070276     0.115403     0.990830     0.000299    -0.080421
    120     1.160874    -2.975839     0.379481     0.053871     0.112543     0.992185     0.000251    -0.077609
    121     1.168932    -2.969874     0.378367     0.053871     0.112543     0.992185     0.000252     0.037773
    122     1.186073    -2.976146     0.378381     0.020337     0.106850     0.994067     0.000190    -0.020604
    123     1.191941    -2.970133     0.377614     0.020337     0.106850     0.994067     0.000191     0.163948
    124     1.204202    -2.976311     0.378231    -0.026790     0.098905     0.994736     0.000118     0.030196
    125     1.207478    -2.970254     0.377717    -0.026790     0.098905     0.994736     0.000118     0.327138
    126     1.214254    -2.976365     0.378579    -0.076135     0.090500     0.992982     0.000040     0.130745
    127     1.214699    -2.970285     0.378059    -0.076135     0.090500     0.992982     0.000040    -0.135562
Strip 3
    128     1.210397    -2.944277     0.375195     0.185277    -0.071103    -0.980111     0.000067     0.060572
    129     1.210603    -2.954258     0.375958     0.185277    -0.071103    -0.980111     0.000066     0.113148
    130     1.203239    -2.944351     0.373649     0.228748    -0.062958    -0.971448     0.000197     0.088196
    131     1.200674    -2.954372     0.373695     0.228748    -0.062958    -0.971448     0.000196     0.099621
    132     1.187945    -2.944552     0.369876     0.253461    -0.058143    -0.965597     0.000317     0.079666
    133     1.182886    -2.954619     0.369155     0.253461    -0.058143    -0.965597     0.000315     0.016283
    134     1.165410    -2.944872     0.364022     0.249309    -0.058981    -0.966626     0.000417     0.018848
    135     1.158256    -2.954966     0.362792     0.249309    -0.058981    -0.966626     0.000414    -0.082141
    136     1.136890    -2.945245     0.356994     0.223029    -0.064432    -0.972680     0.000492    -0.074213
    137     1.128149    -2.955335     0.355658     0.223029    -0.064432    -0.972680     0.000488    -0.175164
    138     1.103968    -2.945582     0.349963     0.183383    -0.072846    -0.980339     0.000537    -0.169999
    139     1.094246    -2.955640     0.348892     0.183383    -0.072846    -0.980339     0.000533    -0.241754
    140     1.068513    -2.945821     0.343803     0.147450    -0.080651    -0.985776     0.000552    -0.222962
    141     1.058493    -2.955842     0.343124     0.147450    -0.080651    -0.985776     0.000547    -0.318698
    142     1.032578    -2.945942     0.338948     0.105357    -0.090003    -0.990353     0.000535    -0.317356
